date,soybean_oil_usd_mt,maize_usd_mt,wheat_usd_mt,dap_fertiliser_usd_mt,mop_potash_usd_mt,wheat_usd_mt_mom_pct,wheat_usd_mt_yoy_pct,maize_usd_mt_mom_pct,maize_usd_mt_yoy_pct,soybean_oil_usd_mt_mom_pct,soybean_oil_usd_mt_yoy_pct,dap_fertiliser_usd_mt_mom_pct,dap_fertiliser_usd_mt_yoy_pct,mop_potash_usd_mt_mom_pct,mop_potash_usd_mt_yoy_pct,dap_to_wheat_ratio,fertiliser_composite_idx,undernourishment_pct,food_production_index,cereal_yield_kg_ha,arable_land_pct,undernourishment_pct_yoy_chg,food_production_index_yoy_chg,cereal_yield_kg_ha_yoy_chg,ffpi_overall,ffpi_cereals,ffpi_overall_mom_pct,ffpi_cereals_yoy_pct,ffpi_above_baseline,ffpi_crisis_flag,dap_to_wheat_elevated,ffpi_volatility_12m,cereals_affordability_idx,supply_stress_flag,food_shock_score,month,year
30-09-2000,312.49,80.43,117.49,157.5,112.5,8.426,3.799,6.417,-6.985,-4.995,-24.507,5.971,-4.183,0.0,0.0,1.341,135.0,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,45.94,49.98,3.749,-1.498,0,0,0,2.659,200.08,0,0,9,2000
31-10-2000,314.02,85.03,128.18,155.9,112.5,9.099,18.575,5.719,-0.897,0.49,-21.403,-1.016,-0.701,0.0,0.0,1.216,134.2,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,48.52,53.76,5.616,8.87,0,0,0,3.128,186.01,0,0,10,2000
30-11-2000,316.78,89.17,127.73,153.5,112.5,-0.351,17.399,4.869,4.378,0.879,-18.21,-1.539,3.506,0.0,0.0,1.202,133.0,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,49.35,54.84,1.711,10.922,0,0,0,3.153,182.35,0,0,11,2000
31-12-2000,320.57,97.56,128.09,153.5,112.5,0.282,25.382,9.409,11.906,1.196,-14.439,0.0,4.068,0.0,0.0,1.198,133.0,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,51.17,57.34,3.688,18.422,0,0,0,3.187,174.4,0,0,12,2000
31-01-2001,304.81,95.15,132.84,154.5,112.5,3.708,25.522,-2.47,1.994,-4.916,-17.572,0.651,4.959,0.0,0.0,1.163,133.5,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,50.79,57.73,-0.743,13.152,0,0,0,3.104,173.22,0,0,1,2001
28-02-2001,303.78,91.97,128.11,159.0,112.5,-3.561,18.697,-3.342,-3.342,-0.338,-15.131,2.913,10.035,0.0,0.0,1.241,135.75,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,49.42,55.74,-2.697,7.11,0,0,0,3.226,179.4,0,0,2,2001
31-03-2001,327.63,90.25,130.2,159.125,112.5,1.631,23.179,-1.87,-5.05,7.851,-9.865,0.079,11.276,0.0,0.0,1.222,135.81,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,50.38,55.72,1.943,8.194,0,0,0,3.266,179.47,0,0,3,2001
30-04-2001,326.01,87.99,129.67,151.3,112.5,-0.407,23.366,-2.504,-7.574,-0.494,-10.985,-4.918,5.804,0.0,0.0,1.167,131.9,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,49.79,54.94,-1.171,6.887,0,0,0,3.293,182.02,0,0,4,2001
31-05-2001,295.17,84.09,134.86,142.0,112.5,4.002,20.26,-4.432,-12.724,-9.46,-12.664,-6.147,-0.699,0.0,0.0,1.053,127.25,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,48.6,55.02,-2.39,3.15,0,0,0,3.374,181.75,0,0,5,2001
30-06-2001,286.89,83.31,127.23,133.125,112.5,-5.658,12.087,-0.928,-1.21,-2.805,-13.108,-6.25,-6.25,0.0,0.0,1.046,122.81,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,46.95,53.04,-3.395,5.678,0,0,0,3.198,188.54,0,0,6,2001
31-07-2001,421.36,91.73,123.79,135.0,112.5,-2.704,13.59,10.107,21.868,46.872,24.185,1.408,-3.778,0.0,0.0,1.091,123.75,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,53.46,54.68,13.866,17.44,0,0,0,4.816,182.88,0,0,7,2001
31-08-2001,427.49,93.14,121.92,135.0,112.5,-1.511,12.514,1.537,23.234,1.455,29.968,0.0,-9.167,0.0,0.0,1.107,123.75,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,53.7,54.66,0.449,17.548,0,0,0,4.761,182.95,0,0,8,2001
30-09-2001,385.09,90.08,122.03,135.0,112.5,0.09,3.864,-3.285,11.998,-9.918,23.233,0.0,-14.286,0.0,0.0,1.106,123.75,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,51.42,53.8,-4.246,7.643,0,0,0,5.004,185.87,0,0,9,2001
31-10-2001,373.03,86.56,123.34,135.9,112.5,1.074,-3.776,-3.908,1.799,-3.132,18.792,0.667,-12.829,0.0,0.0,1.102,124.2,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,50.46,53.09,-1.867,-1.246,0,0,0,4.848,188.36,0,0,10,2001
30-11-2001,390.69,89.54,125.27,140.5,112.5,1.565,-1.926,3.443,0.415,4.734,23.332,3.385,-8.469,0.0,0.0,1.122,126.5,0,83.23075721,3067.536812,10.56103123,0,30.07,-33.101,52.03,54.38,3.111,-0.839,0,0,0,4.898,183.89,0,0,11,2001
31-12-2001,396.87,91.88,122.44,141.6666667,112.5,-2.259,-4.411,2.613,-5.822,1.582,23.801,0.83,-7.709,0.0,0.0,1.157,127.08,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,52.3,54.42,0.519,-5.092,0,0,0,4.798,183.76,0,0,12,2001
31-01-2002,389.18,91.98,125.31,146.0,112.5,2.344,-5.668,0.109,-3.332,-1.938,27.68,3.059,-5.502,0.0,0.0,1.165,129.25,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,52.44,55.1,0.268,-4.556,0,0,0,4.787,181.49,0,0,1,2002
28-02-2002,364.92,90.82,123.28,150.25,112.5,-1.62,-3.77,-1.261,-1.25,-6.234,20.126,2.911,-5.503,0.0,0.0,1.219,131.38,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,50.93,54.3,-2.879,-2.583,0,0,0,4.798,184.16,0,0,2,2002
31-03-2002,359.21,89.61,122.54,149.75,112.5,-0.6,-5.883,-1.332,-0.709,-1.565,9.639,-0.333,-5.892,0.0,0.0,1.222,131.12,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,50.36,53.78,-1.119,-3.482,0,0,0,4.787,185.94,0,0,3,2002
30-04-2002,370.86,87.13,123.72,147.8,112.5,0.963,-4.589,-2.768,-0.977,3.243,13.757,-1.302,-2.313,0.0,0.0,1.195,130.15,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,50.53,53.34,0.338,-2.912,0,0,0,4.77,187.48,0,0,4,2002
31-05-2002,399.89,90.27,121.46,143.875,112.5,-1.827,-9.936,3.604,7.349,7.828,35.478,-2.656,1.32,0.0,0.0,1.185,128.19,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,51.96,53.72,2.83,-2.363,0,0,0,4.748,186.15,0,0,5,2002
30-06-2002,456.81,94.09,132.03,149.5,112.5,8.702,3.773,4.232,12.94,14.234,59.228,3.91,12.3,0.0,0.0,1.132,131.0,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,56.61,57.24,8.949,7.919,0,0,0,5.114,174.7,0,0,6,2002
31-07-2002,489.63,98.69,149.31,160.5,112.5,13.088,20.616,4.889,7.587,7.185,16.202,7.358,18.889,0.0,0.0,1.075,136.5,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,61.45,62.52,8.55,14.338,0,0,0,4.091,159.95,0,0,7,2002
31-08-2002,502.75,108.93,161.26,162.5,112.5,8.003,32.267,10.376,16.953,2.68,17.605,1.246,20.37,0.0,0.0,1.008,137.5,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,65.76,68.19,7.014,24.753,0,0,0,4.402,146.65,1,1,8,2002
30-09-2002,505.67,114.14,187.84,160.9,112.5,16.483,53.929,4.783,26.71,0.581,31.312,-0.985,19.185,0.0,0.0,0.857,136.7,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,70.93,75.76,7.862,40.818,0,0,0,4.279,132.0,0,0,9,2002
31-10-2002,528.57,109.7,190.32,156.25,112.5,1.32,54.305,-3.89,26.733,4.529,41.696,-2.89,14.974,0.0,0.0,0.821,134.38,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,71.38,75.06,0.634,41.383,0,0,0,4.088,133.23,0,0,10,2002
30-11-2002,582.0,108.93,177.38,151.5,112.5,-6.799,41.598,-0.702,21.655,10.108,48.967,-3.04,7.829,0.0,0.0,0.854,132.0,12.8,89.90631268,3127.884472,10.5578319,0,6.676,60.348,71.42,71.88,0.056,32.181,0,0,0,4.175,139.12,0,0,11,2002
31-12-2002,591.03,106.96,162.48,147.5,112.5,-8.4,32.702,-1.809,16.413,1.552,48.923,-2.64,4.118,0.0,0.0,0.908,130.0,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,69.13,67.9,-3.206,24.77,0,0,0,4.483,147.28,0,0,12,2002
31-01-2003,540.72,106.1361,149.608,149.75,112.5,-7.922,19.39,-0.77,15.39,-8.512,38.938,1.525,2.568,0.0,0.0,1.001,131.12,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,64.98,64.72,-6.003,17.459,0,0,0,5.085,154.51,0,0,1,2003
28-02-2003,522.43,105.8507,150.8382,155.25,112.5,0.822,22.354,-0.269,16.55,-3.383,43.163,3.673,3.328,0.0,0.0,1.029,133.88,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,64.37,64.92,-0.939,19.558,0,0,0,4.947,154.04,0,0,2,2003
31-03-2003,522.52,105.6047,141.8087,177.2,112.5,-5.986,15.724,-0.232,17.849,0.017,45.464,14.138,18.331,0.0,0.0,1.25,144.85,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,62.95,62.78,-2.206,16.735,0,0,0,5.021,159.29,0,0,3,2003
30-04-2003,540.9,105.457,138.6155,181.5,112.5,-2.252,12.04,-0.14,21.034,3.518,45.85,2.427,22.801,0.0,0.0,1.309,147.0,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,63.18,62.01,0.365,16.254,0,0,0,5.02,161.26,0,0,4,2003
31-05-2003,549.24,107.4943,141.9618,178.4375,112.5,2.414,16.879,1.932,19.081,1.542,37.348,-1.687,24.023,0.0,0.0,1.257,145.47,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,64.42,63.36,1.963,17.945,0,0,0,5.013,157.83,0,0,5,2003
30-06-2003,545.85,107.327,131.3528,171.3,112.5,-7.473,-0.513,-0.156,14.068,-0.617,19.492,-4.0,14.582,0.0,0.0,1.304,141.9,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,62.63,60.89,-2.779,6.377,0,0,0,4.648,164.23,0,0,6,2003
31-07-2003,531.41,96.80591,131.6174,176.375,112.5,0.201,-11.85,-9.803,-1.909,-2.645,8.533,2.963,9.891,0.0,0.0,1.34,144.44,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,60.07,57.92,-4.087,-7.358,0,0,0,4.175,172.65,0,0,7,2003
31-08-2003,515.69,100.6591,148.7172,175.625,112.5,12.992,-7.778,3.98,-7.593,-2.958,2.574,-0.425,8.077,0.0,0.0,1.181,144.06,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,62.78,62.94,4.511,-7.699,0,0,0,3.835,158.88,0,0,8,2003
30-09-2003,558.02,104.0791,145.623,171.3,112.5,-2.081,-22.475,3.398,-8.815,8.208,10.353,-2.463,6.464,0.0,0.0,1.176,141.9,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,64.68,63.22,3.026,-16.552,0,0,0,3.077,158.18,0,0,9,2003
31-10-2003,608.26,105.3881,147.4558,166.375,112.5,1.259,-22.522,1.258,-3.931,9.003,15.077,-2.875,6.48,0.0,0.0,1.128,139.44,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,67.24,64.02,3.958,-14.708,0,0,0,3.348,156.2,0,0,10,2003
30-11-2003,630.62,108.4834,160.5453,169.375,112.5,8.877,-9.491,2.937,-0.41,3.676,8.354,1.803,11.799,0.0,0.0,1.055,140.94,12.9,91.68000289,3099.844847,10.5313784,0.1,1.774,-28.04,70.73,67.9,5.19,-5.537,0,0,0,3.724,147.28,0,0,11,2003
31-12-2003,637.36,111.1555,165.5735,187.5,112.5,3.132,1.904,2.463,3.922,1.069,7.839,10.701,27.119,0.0,0.0,1.132,150.0,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,72.28,69.82,2.191,2.828,0,0,0,3.629,143.23,0,0,12,2003
31-01-2004,656.97,115.520475,166.3271387,204.25,112.5,0.455,11.175,3.927,8.842,3.077,21.499,8.933,36.394,0.0,0.0,1.228,158.38,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,74.02,71.24,2.407,10.074,0,0,0,3.037,140.37,0,0,1,2004
29-02-2004,682.08,123.541705,161.3914672,211.5,112.5,-2.967,6.996,6.944,16.713,3.822,30.559,3.55,36.232,0.0,0.0,1.31,162.0,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,75.82,72.42,2.432,11.553,0,0,0,2.983,138.08,0,0,2,2004
31-03-2004,689.43,127.84758,166.2798042,205.3,112.5,3.029,17.256,3.485,21.062,1.078,31.943,-2.931,15.858,0.0,0.0,1.235,158.9,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,77.69,74.78,2.466,19.114,0,0,0,2.765,133.73,0,0,3,2004
30-04-2004,672.46,133.496888,166.5844267,199.375,112.5,0.183,20.177,4.419,26.589,-2.461,24.322,-2.886,9.848,0.0,0.0,1.197,155.94,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,78.13,76.47,0.566,23.319,0,0,0,2.756,130.77,0,0,4,2004
31-05-2004,627.96,128.216655,163.7343865,191.1,112.5,-1.711,15.337,-3.955,19.278,-6.617,14.333,-4.15,7.096,0.0,0.0,1.167,151.8,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,74.89,74.3,-4.147,17.266,0,0,0,3.248,134.59,0,0,5,2004
30-06-2004,581.74,123.32026,154.7433417,190.625,112.5,-5.491,17.807,-3.819,14.901,-7.36,6.575,-0.249,11.281,0.0,0.0,1.232,151.56,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,70.71,70.84,-5.582,16.341,0,0,0,3.645,141.16,0,0,6,2004
31-07-2004,605.08,104.846826,150.6009303,201.5,112.5,-2.677,14.423,-14.98,8.306,4.012,13.863,5.705,14.245,0.0,0.0,1.338,157.0,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,67.49,64.58,-4.554,11.499,0,0,0,3.707,154.85,0,0,7,2004
31-08-2004,604.65,104.054545,141.2948085,208.1,125.9,-6.179,-4.991,-0.756,3.373,-0.071,17.251,3.275,18.491,11.911,11.911,1.473,167.0,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,65.9,62.22,-2.356,-1.144,0,0,0,3.652,160.72,0,0,8,2004
30-09-2004,601.6,97.868848,151.0348555,208.5,143.5,6.893,3.716,-5.945,-5.967,-0.504,7.81,0.192,21.716,13.979,27.556,1.38,176.0,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,66.07,62.67,0.258,-0.87,0,0,0,3.562,159.57,0,0,9,2004
31-10-2004,583.49,93.79426,150.1460087,211.75,146.0,-0.589,1.824,-4.163,-11.001,-3.01,-4.072,1.559,27.273,1.742,29.778,1.41,178.88,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,64.43,61.3,-2.482,-4.249,0,0,0,3.433,163.13,0,0,10,2004
30-11-2004,561.19,93.74505,156.5686684,213.8,151.2,4.278,-2.477,-0.052,-13.586,-3.822,-11.01,0.968,26.229,3.562,34.4,1.366,182.5,12.8,98.59893156,3085.232413,10.55874261,-0.1,6.919,-14.612,64.5,62.76,0.109,-7.57,0,0,0,2.977,159.34,0,0,11,2004
31-12-2004,552.06,95.388664,153.8743247,211.125,152.5,-1.721,-7.066,1.753,-14.184,-1.627,-13.383,-1.251,12.6,0.86,35.556,1.372,181.81,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,64.03,62.6,-0.729,-10.341,0,0,0,2.833,159.74,0,0,12,2004
31-01-2005,519.98,96.25476,153.5931336,208.6,152.5,-0.183,-7.656,0.908,-16.677,-5.811,-20.852,-1.196,2.13,0.0,35.556,1.358,180.55,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,62.86,62.79,-1.827,-11.861,0,0,0,2.631,159.26,0,0,1,2005
28-02-2005,495.73,94.13873,151.1686798,207.125,152.5,-1.578,-6.334,-2.198,-23.8,-4.664,-27.321,-0.707,-2.069,0.0,35.556,1.37,179.81,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,61.1,61.63,-2.8,-14.899,0,0,0,2.374,162.26,0,0,2,2005
31-03-2005,543.69,99.876616,150.985864,210.625,152.5,-0.121,-9.198,6.095,-21.878,9.675,-21.139,1.69,2.594,0.0,35.556,1.395,181.56,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,64.11,63.24,4.926,-15.432,0,0,0,2.833,158.13,0,0,3,2005
30-04-2005,545.88,96.279365,140.8769805,214.75,152.5,-6.695,-15.432,-3.602,-27.879,0.403,-18.823,1.958,7.712,0.0,35.556,1.524,183.62,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,61.97,59.89,-3.338,-21.682,0,0,0,2.792,166.97,0,0,4,2005
31-05-2005,537.98,95.41819,143.3300579,217.2,152.5,1.741,-12.462,-0.894,-25.581,-1.447,-14.329,1.141,13.658,0.0,35.556,1.515,184.85,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,61.86,60.2,-0.178,-18.977,0,0,0,2.733,166.11,0,0,5,2005
30-06-2005,560.15,97.101172,141.9307762,224.25,152.5,-0.976,-8.28,1.764,-21.261,4.121,-3.711,3.246,17.639,0.0,35.556,1.58,188.38,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,62.86,60.37,1.617,-14.78,0,0,0,2.55,165.65,0,0,6,2005
31-07-2005,561.26,107.52385,143.8698399,228.25,152.5,1.366,-4.469,10.734,2.553,0.198,-7.242,1.784,13.275,0.0,35.556,1.587,190.38,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,65.2,63.81,3.723,-1.192,0,0,0,2.605,156.72,0,0,7,2005
31-08-2005,550.08,101.66786,149.3590247,231.5,152.5,3.815,5.707,-5.446,-2.294,-1.992,-9.025,1.424,11.245,0.0,21.128,1.55,192.0,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,64.46,63.38,-1.135,1.864,0,0,0,2.538,157.78,0,0,8,2005
30-09-2005,545.16,96.35318,159.7086581,240.75,152.5,6.929,5.743,-5.227,-1.549,-0.894,-9.382,3.996,15.468,0.0,6.272,1.507,196.62,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,64.83,64.22,0.574,2.473,0,0,0,2.544,155.71,0,0,9,2005
31-10-2005,578.62,101.938515,167.8267127,246.375,152.5,5.083,11.776,5.797,8.683,6.138,-0.835,2.336,16.352,0.0,4.452,1.468,199.44,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,68.48,67.68,5.63,10.408,0,0,0,2.913,147.75,0,0,10,2005
30-11-2005,558.93,95.36898,161.1163516,246.125,167.5,-3.998,2.905,-6.445,1.732,-3.403,-0.403,-0.101,15.119,9.836,10.78,1.528,206.81,12.4,97.47574697,3372.547026,10.57925941,-0.4,-1.123,287.315,65.41,64.26,-4.483,2.39,0,0,0,3.257,155.62,0,0,11,2005
31-12-2005,537.66,102.140276,164.441046,245.875,167.5,2.064,6.867,7.1,7.078,-3.805,-2.608,-0.102,16.459,0.0,9.836,1.495,206.69,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,66.35,66.96,1.437,6.965,0,0,0,3.263,149.34,0,0,12,2005
31-01-2006,535.83,102.65206,167.1607337,244.3,167.5,1.654,8.833,0.501,6.646,-0.34,3.048,-0.641,17.114,0.0,9.836,1.461,205.9,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,66.79,67.74,0.663,7.883,0,0,0,3.191,147.62,0,0,1,2006
28-02-2006,533.27,107.13017,179.8409259,238.125,167.5,7.586,18.967,4.362,13.8,-0.478,7.573,-2.528,14.967,0.0,9.836,1.324,202.81,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,69.48,71.92,4.028,16.696,0,0,0,3.147,139.04,0,0,2,2006
31-03-2006,540.6,105.250348,174.4359804,233.625,167.5,-3.005,15.531,-1.755,5.38,1.375,-0.568,-1.89,10.92,0.0,9.836,1.339,200.56,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,68.59,70.14,-1.281,10.911,0,0,0,2.97,142.57,0,0,3,2006
30-04-2006,540.44,107.72069,180.3460546,231.75,167.5,3.388,28.017,2.347,11.883,-0.03,-0.997,-0.803,7.916,0.0,9.836,1.285,199.62,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,69.96,72.2,1.997,20.554,0,0,0,2.715,138.5,0,0,4,2006
31-05-2006,588.29,110.648685,193.1667223,232.9,167.5,7.109,34.771,2.718,15.962,8.854,9.352,0.496,7.228,0.0,9.836,1.206,200.2,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,74.41,75.98,6.361,26.213,0,0,0,3.078,131.61,0,0,5,2006
30-06-2006,600.55,109.403672,195.1640032,232.375,167.5,1.034,37.506,-1.125,12.67,2.084,7.212,-0.225,3.623,0.0,9.836,1.191,199.94,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,74.97,76.08,0.753,26.023,0,0,0,3.087,131.44,0,0,6,2006
31-07-2006,630.01,113.99108,202.4286135,230.3,172.5,3.722,40.703,4.193,6.015,4.906,12.249,-0.893,0.898,2.985,13.115,1.138,201.4,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,78.15,79.06,4.242,23.899,0,0,0,3.124,126.49,0,0,7,2006
31-08-2006,632.18,116.588332,189.9146689,228.25,192.5,-6.182,27.153,2.278,14.676,0.344,14.925,-0.89,-1.404,11.594,26.23,1.202,210.38,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,76.82,76.94,-1.702,21.395,0,0,0,3.173,129.97,0,0,8,2006
30-09-2006,602.35,121.74554,195.9815499,225.125,192.5,3.195,22.712,4.423,26.353,-4.719,10.49,-1.369,-6.49,0.0,26.23,1.149,208.81,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,77.53,79.82,0.924,24.291,0,0,0,3.165,125.28,0,0,9,2006
31-10-2006,614.71,142.16769,212.0940866,218.5,192.5,8.221,26.377,16.774,39.464,2.052,6.237,-2.943,-11.314,0.0,26.23,1.03,205.5,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,84.4,89.37,8.861,32.048,0,0,0,3.645,111.89,0,0,10,2006
30-11-2006,675.67,164.538556,209.6806537,219.375,192.5,-1.138,30.142,15.736,72.528,9.917,20.886,0.4,-10.868,0.0,14.925,1.046,205.94,11.9,100.273316,3265.284641,10.61354296,-0.5,2.798,-107.262,90.78,95.25,7.559,48.226,0,0,0,3.403,104.99,0,0,11,2006
31-12-2006,698.12,160.37539,204.3062876,223.8333333,192.5,-2.563,24.243,-2.53,57.015,3.323,29.844,2.032,-8.965,0.0,14.925,1.096,208.17,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,90.07,92.82,-0.782,38.62,0,0,0,3.542,107.74,0,0,12,2006
31-01-2007,697.33,164.774764,196.066157,249.2,192.5,-4.033,17.292,2.743,60.518,-0.113,30.14,11.333,2.006,0.0,14.925,1.271,220.85,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,89.63,92.2,-0.489,36.109,0,0,0,3.615,108.46,0,0,1,2007
28-02-2007,715.04,177.3489032,199.9822587,317.625,192.5,1.997,11.2,7.631,65.545,2.54,34.086,27.458,33.386,0.0,14.925,1.588,255.06,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,93.35,96.72,4.15,34.483,0,0,0,3.62,103.39,1,1,2,2007
31-03-2007,719.03,170.5067448,199.0982004,387.0,192.5,-0.442,14.138,-3.858,62.001,0.558,33.006,21.842,65.65,0.0,14.925,1.944,289.75,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,92.06,94.54,-1.382,34.788,0,0,0,3.63,105.78,1,1,3,2007
30-04-2007,753.7,152.74784,198.3077916,404.6,192.5,-0.397,9.96,-10.415,41.8,4.822,39.46,4.548,74.585,0.0,14.925,2.04,298.55,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,89.94,89.26,-2.303,23.629,0,0,0,3.891,112.03,1,1,4,2007
31-05-2007,788.7,160.22776,195.7212822,392.0,192.5,-1.304,1.322,4.897,44.808,4.644,34.067,-3.114,68.313,0.0,14.925,2.003,292.25,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,92.39,90.82,2.724,19.531,0,0,0,3.672,110.11,0,0,5,2007
30-06-2007,835.55,165.24718,223.0391802,387.875,192.5,13.958,14.283,3.133,51.044,5.94,39.131,-1.052,66.918,0.0,14.925,1.739,290.19,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,99.41,98.5,7.598,29.469,0,0,0,3.998,101.52,1,1,6,2007
31-07-2007,887.12,146.84264,238.4067098,398.5,192.5,6.89,17.773,-11.138,28.819,6.172,40.81,2.739,73.035,0.0,11.594,1.672,295.5,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,100.31,96.73,0.905,22.35,1,0,0,3.978,103.38,1,1,7,2007
31-08-2007,921.79,151.17312,259.7273079,401.625,192.5,8.943,36.76,2.949,29.664,3.908,45.811,0.784,75.958,0.0,0.0,1.546,297.06,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,105.79,102.85,5.463,33.676,1,0,0,3.88,97.23,1,1,8,2007
30-09-2007,977.48,159.4404,326.544863,399.625,197.5,25.726,66.62,5.469,30.962,6.042,62.278,-0.498,77.512,2.597,2.597,1.224,298.56,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,119.81,120.5,13.253,50.965,1,0,0,4.857,82.99,1,1,9,2007
31-10-2007,1007.69,164.16456,335.146203,406.0,202.5,2.634,58.018,2.963,15.472,3.091,63.929,1.595,85.812,2.532,5.195,1.211,304.25,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,123.24,123.83,2.863,38.559,1,0,0,4.589,80.76,1,1,10,2007
30-11-2007,1141.52,171.2508,321.8133098,447.0,202.5,-3.978,53.478,4.317,4.079,13.281,68.946,10.099,103.761,0.0,5.195,1.389,324.75,11.0,101.2482411,3309.220944,10.62677023,-0.9,0.975,43.936,127.97,122.82,3.838,28.945,1,0,0,4.397,81.42,1,1,11,2007
31-12-2007,1187.73,180.2542616,368.6200623,512.5,202.5,14.545,80.425,5.257,12.395,4.048,70.133,14.653,128.965,0.0,5.195,1.39,357.5,10.1,100.5460204,3366.704084,10.53971248,-0.9,-0.702,57.483,138.7,136.11,8.385,46.639,1,1,0,4.478,73.47,1,2,12,2007
